Class,rel/1.2,rel/1.3,rel/1.4,rel/1.5,rel/1.6.0,rel/1.7.0,rel/1.8.0,rel/1.9.0,rel/1.10.0,rel/1.10.12,average
src/main/org/apache/tools/ant/BuildEvent.java,0,6,0,109,42,70,8,0,0,2,23.7
proposal/mutant/src/java/antlibs/system/org/apache/ant/antlib/system/AntBase.java,0,0,0,197,197,0,0,0,0,0,39.4
src/main/org/apache/tools/ant/types/resources/ZipResource.java,0,0,0,0,0,203,41,4,10,68,32.6
src/tests/junit/org/apache/tools/ant/types/selectors/PresentSelectorTest.java,0,0,0,0,0,154,0,3,288,272,71.7
src/main/org/apache/tools/ant/RuntimeConfigurable.java,148,2,21,151,317,296,7,116,125,105,128.8
proposal/myrmidon/src/java/org/apache/myrmidon/components/type/DefaultTypeFactory.java,0,0,107,107,0,0,0,0,0,0,21.4
src/main/org/apache/tools/ant/taskdefs/optional/dotnet/WsdlToDotnet.java,0,0,0,261,75,515,595,0,0,0,144.6
proposal/myrmidon/src/java/org/apache/myrmidon/components/executor/DefaultExecutionFrame.java,0,0,86,86,0,0,0,0,0,0,17.2
src/testcases/org/apache/tools/ant/taskdefs/SQLExecTest.java,0,0,0,274,2,274,0,0,0,0,55
src/main/org/apache/tools/ant/Task.java,24,15,96,252,282,262,0,7,8,49,99.5
src/testcases/org/apache/tools/ant/types/PatternSetTest.java,211,6,14,18,4,241,0,0,0,0,49.4
src/main/org/apache/tools/ant/taskdefs/DependSet.java,0,0,315,182,90,411,109,15,17,33,117.2
src/main/org/apache/tools/ant/filters/Native2AsciiFilter.java,0,0,0,0,0,0,0,0,48,2,5
src/tests/junit/org/apache/tools/ant/types/selectors/ModifiedSelectorTest.java,0,0,0,0,0,1017,12,5,2074,2067,517.5
src/tests/junit/org/apache/tools/mail/MailMessageTest.java,0,0,0,0,0,734,0,0,1441,1246,342.1
proposal/mutant/src/java/antcore/org/apache/ant/antcore/modelparser/BuildElementHandler.java,0,0,0,145,145,0,0,0,0,0,29
proposal/myrmidon/src/java/org/apache/myrmidon/libs/ant1/Ant1Project.java,0,0,153,153,0,0,0,0,0,0,30.6
src/main/org/apache/tools/ant/taskdefs/optional/perforce/P4Have.java,0,75,0,13,11,61,0,46,0,0,20.6
src/antidote/org/apache/tools/ant/gui/event/NewProjectEvent.java,0,95,95,0,0,0,0,0,0,0,19
proposal/myrmidon/src/java/org/apache/myrmidon/libs/selftest/SubElementTest.java,0,0,44,44,0,0,0,0,0,0,8.8
src/tests/junit/org/apache/tools/ant/DummyTaskWithNonPublicExecute.java,0,0,0,0,0,29,0,0,0,2,3.1
src/testcases/org/apache/tools/ant/taskdefs/TestProcess.java,0,0,0,123,2,123,0,0,0,0,24.8
src/testcases/org/apache/tools/ant/taskdefs/TypedefTest.java,0,0,0,108,16,114,0,0,0,0,23.8
src/tests/junit/org/apache/tools/ant/types/PathTest.java,0,0,0,0,0,563,10,0,1142,1179,289.4
src/main/org/apache/tools/ant/DynamicAttribute.java,0,0,0,0,0,38,0,0,0,2,4
src/antidote/org/apache/tools/ant/gui/command/DisplayErrorCmd.java,0,164,164,0,0,0,0,0,0,0,32.8
src/tests/junit/org/apache/tools/ant/ProjectTest.java,0,0,0,0,0,297,38,0,92,280,70.7
src/main/org/apache/tools/ant/taskdefs/optional/sitraka/CovReport.java,0,0,386,647,55,406,0,0,0,0,149.4
src/testcases/org/apache/tools/ant/util/regexp/JakartaRegexpMatcherTest.java,0,72,0,32,4,102,0,0,0,0,21
src/tests/junit/org/apache/tools/ant/types/selectors/ContainsRegexpTest.java,0,0,0,0,0,84,0,0,140,106,33
src/main/org/apache/tools/ant/types/resources/Appendable.java,0,0,0,0,0,0,35,0,0,2,3.7
proposal/antfarm/core/org/apache/tools/ant/Task.java,0,42,0,42,0,0,0,0,0,0,8.4
src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJWorkspaceScanner.java,0,246,0,74,5,225,0,0,0,0,55
src/testcases/org/apache/tools/ant/taskdefs/optional/ANTLRTest.java,0,110,0,84,34,206,0,0,0,0,43.4
proposal/mutant/src/main/org/apache/ant/core/types/DirectoryScanner.java,0,0,266,266,0,0,0,0,0,0,53.2
src/tests/junit/org/apache/tools/ant/taskdefs/ExecuteJavaTest.java,0,0,0,0,0,136,8,0,21,66,23.1
proposal/frantic/src/org/apache/ant/engine/TaskEngine.java,0,124,0,124,0,0,0,0,0,0,24.8
src/tests/junit/org/apache/tools/ant/taskdefs/dir1/B.java,0,0,0,0,0,30,0,0,0,2,3.2
src/main/org/apache/tools/ant/types/optional/ScriptCondition.java,0,0,0,0,0,69,1,2,0,5,7.7
src/main/org/apache/tools/ant/taskdefs/optional/jsp/compilers/JspCompilerAdapterFactory.java,0,0,0,125,51,67,5,0,2,15,26.5
proposal/myrmidon/src/java/org/apache/ant/convert/DefaultConverterRegistry.java,0,70,70,0,0,0,0,0,0,0,14
proposal/myrmidon/src/java/org/apache/ant/project/DefaultProjectEngine.java,0,255,255,0,0,0,0,0,0,0,51
src/main/org/apache/tools/ant/taskdefs/optional/clearcase/CCUnCheckout.java,0,168,0,16,14,83,0,0,0,32,31.3
src/main/org/apache/tools/ant/types/optional/ScriptSelector.java,0,0,0,0,0,223,0,0,0,19,24.2
src/main/org/apache/tools/ant/util/FirstMatchMapper.java,0,0,0,0,0,0,48,7,0,18,7.3
proposal/mutant/src/java/antlibs/ant1compat/org/apache/tools/ant/Project.java,0,0,0,1253,1253,0,0,0,0,0,250.6
src/testcases/org/apache/tools/ant/taskdefs/optional/vss/MSVSSTest.java,0,0,0,0,491,491,0,0,0,0,98.2
src/main/org/apache/tools/ant/taskdefs/EchoXML.java,0,0,0,0,0,93,48,0,12,48,20.1
proposal/frantic/src/org/apache/ant/engine/AntEngineListener.java,0,72,0,72,0,0,0,0,0,0,14.4
proposal/myrmidon/src/java/org/apache/myrmidon/converter/Converter.java,0,0,34,34,0,0,0,0,0,0,6.8
src/main/org/apache/tools/ant/taskdefs/optional/jsp/Jasper41Mangler.java,0,0,0,0,131,71,3,0,0,13,21.8
src/main/org/apache/tools/ant/types/DataType.java,187,15,23,18,117,265,20,18,12,59,73.4
proposal/mutant/src/main/org/apache/ant/core/execution/ClassIntrospectionException.java,0,0,144,144,0,0,0,0,0,0,28.8
proposal/myrmidon/src/java/org/apache/ant/tasklet/TaskletContext.java,0,113,113,0,0,0,0,0,0,0,22.6
src/antidote/org/apache/tools/ant/gui/modules/edit/ElementTreeCellRenderer.java,0,101,101,0,0,0,0,0,0,0,20.2
src/main/org/apache/tools/zip/ZipEncoding.java,0,0,0,0,0,0,84,4,16,8,11.2
src/main/org/apache/tools/ant/types/optional/image/BasicShape.java,0,0,0,0,73,78,0,0,0,2,15.3
src/tests/junit/org/apache/tools/ant/filters/LineContainsTest.java,0,0,0,0,0,56,0,0,41,33,13
src/main/org/apache/tools/ant/taskdefs/optional/vss/MSVSSConstants.java,0,0,0,0,135,89,1,2,0,2,22.9
src/main/org/apache/tools/ant/taskdefs/Input.java,0,0,0,145,45,194,11,2,30,49,47.6
src/main/org/apache/tools/ant/taskdefs/optional/perforce/P4Delete.java,0,0,0,91,19,65,0,65,0,0,24
src/tests/junit/org/example/junit/JUnit3TestNotMissed.java,0,0,0,0,0,0,0,0,28,56,8.4
proposal/sandbox/httptasks/src/main/org/apache/tools/ant/taskdefs/optional/http/HttpPost.java,0,0,0,224,0,2,222,0,0,0,44.8
src/tests/junit/org/apache/tools/ant/taskdefs/CopyTest.java,0,0,0,0,0,231,4,0,211,209,65.5
src/main/org/apache/tools/ant/taskdefs/optional/perforce/P4HandlerAdapter.java,0,119,0,49,107,68,6,117,0,0,46.6
src/main/org/apache/tools/ant/util/WorkerAnt.java,0,0,0,0,0,0,172,0,18,6,19.6
src/main/org/apache/tools/ant/taskdefs/ExecuteJava.java,128,29,34,131,82,234,0,2,14,43,69.7
src/main/org/apache/tools/ant/taskdefs/optional/junitlauncher/LegacyBriefResultFormatter.java,0,0,0,0,0,0,0,0,0,34,3.4
src/tests/junit/org/apache/tools/ant/types/CommandlineTest.java,0,0,0,0,0,143,34,0,355,365,89.7
src/main/org/apache/tools/ant/types/resources/selectors/Or.java,0,0,0,0,0,58,0,4,0,13,7.5
src/tests/junit/org/apache/tools/ant/types/selectors/MockCache.java,0,0,0,0,0,68,0,2,136,138,34.4
src/main/org/apache/tools/ant/types/resources/selectors/Exists.java,0,0,0,0,0,37,0,0,0,2,3.9
src/tests/junit/org/apache/tools/ant/taskdefs/condition/IsReferenceTest.java,0,0,0,0,0,59,0,0,52,19,13
src/main/org/apache/tools/ant/taskdefs/launcher/VmsCommandLauncher.java,0,0,0,0,0,0,0,128,21,55,20.4
src/testcases/org/apache/tools/ant/taskdefs/optional/i18n/TranslateTest.java,0,0,0,0,133,133,0,0,0,0,26.6
src/tests/junit/org/apache/tools/ant/taskdefs/RmicTest.java,0,0,0,0,0,101,0,0,15,4,12
src/main/org/apache/tools/ant/util/Watchdog.java,0,0,0,124,15,107,14,0,2,34,29.6
src/main/org/apache/tools/ant/types/Quantifier.java,0,0,0,0,0,144,2,0,0,156,30.2
proposal/mutant/src/java/common/org/apache/ant/common/util/FileUtils.java,0,0,0,255,255,0,0,0,0,0,51
src/main/org/apache/tools/ant/taskdefs/BUnzip2.java,0,0,0,140,26,123,4,2,5,9,30.9
src/main/org/apache/tools/ant/util/SymbolicLinkUtils.java,0,0,0,0,0,0,293,9,57,32,39.1
src/main/org/apache/tools/zip/ZipExtraField.java,0,0,119,12,4,76,2,0,0,2,21.5
src/main/org/apache/tools/zip/UnrecognizedExtraField.java,0,0,131,10,4,102,36,17,0,2,30.2
proposal/mutant/src/main/org/apache/ant/core/execution/ExecutionFrame.java,0,0,920,920,0,0,0,0,0,0,184
src/testcases/org/apache/tools/ant/util/StringUtilsTest.java,0,0,0,96,2,96,0,0,0,0,19.4
src/main/org/apache/tools/ant/taskdefs/optional/perforce/P4Reopen.java,0,0,82,22,14,64,0,60,0,0,24.2
src/main/org/apache/tools/ant/taskdefs/ManifestClassPath.java,0,0,0,0,0,187,67,1,28,27,31
src/testcases/org/apache/tools/ant/DummyTaskWithNonVoidExecute.java,0,0,0,66,2,66,0,0,0,0,13.4
src/main/org/apache/tools/ant/taskdefs/optional/net/RExecTask.java,0,0,0,0,433,198,14,8,18,82,75.3
proposal/myrmidon/src/java/org/apache/myrmidon/api/AbstractTask.java,0,0,78,78,0,0,0,0,0,0,15.6
src/main/org/apache/tools/ant/types/optional/imageio/Arc.java,0,0,0,0,0,0,0,0,0,136,13.6
src/main/org/apache/tools/ant/taskdefs/optional/extension/Compatibility.java,0,0,0,98,17,62,0,0,2,5,18.4
src/main/org/apache/tools/ant/types/selectors/modifiedselector/Algorithm.java,0,0,0,0,85,61,0,0,0,2,14.8
src/main/org/apache/tools/ant/Map.java,0,62,0,0,0,0,0,0,0,0,6.2
src/tests/junit/org/apache/tools/ant/taskdefs/optional/junit/JUnitTestListenerTest.java,0,0,0,0,0,80,7,26,224,223,56
src/main/org/apache/tools/ant/types/resolver/ApacheCatalogResolver.java,0,0,0,0,211,80,0,0,35,17,34.3
proposal/mutant/src/java/antcore/org/apache/ant/antcore/execution/CoreFileService.java,0,0,0,97,97,0,0,0,0,0,19.4
src/main/org/apache/tools/ant/taskdefs/optional/dotnet/DotnetCompile.java,0,0,0,0,1002,158,994,0,0,0,215.4
src/tests/junit/org/apache/tools/ant/taskdefs/optional/JspcTest.java,0,0,0,0,0,229,0,0,429,389,104.7
src/tests/junit/org/apache/tools/ant/util/LayoutPreservingPropertiesTest.java,0,0,0,0,0,0,307,0,623,598,152.8
src/main/org/apache/tools/ant/taskdefs/optional/ide/VAJProjectDescription.java,0,0,0,117,4,117,0,0,0,0,23.8
proposal/mutant/src/java/common/org/apache/ant/common/util/StringUtils.java,0,0,0,140,140,0,0,0,0,0,28
src/tests/junit/org/apache/tools/ant/types/selectors/FilenameSelectorTest.java,0,0,0,0,0,125,2,3,237,233,60
src/etc/testcases/taskdefs/optional/depend/src5/A.java,0,0,0,6,0,0,16,0,0,2,2.4
proposal/mutant/src/java/common/org/apache/ant/common/model/Target.java,0,0,0,211,211,0,0,0,0,0,42.2
src/main/org/apache/tools/ant/util/ConcatResourceInputStream.java,0,0,0,0,0,147,0,2,2,8,15.9
src/main/org/apache/tools/ant/taskdefs/optional/ejb/GenericDeploymentTool.java,454,449,399,591,74,121,3,2,25,306,242.4
src/main/org/apache/tools/ant/types/TarScanner.java,0,0,0,0,0,91,11,5,4,46,15.7
src/testcases/org/apache/tools/ant/taskdefs/ParallelTest.java,0,0,0,133,63,192,0,0,0,0,38.8
src/main/org/apache/tools/ant/types/optional/AbstractScriptComponent.java,0,0,0,0,0,144,15,0,5,15,17.9
src/tests/junit/org/apache/tools/zip/ZipEncodingTest.java,0,0,0,0,0,0,147,0,299,304,75
src/main/org/apache/tools/ant/taskdefs/optional/vss/MSVSSGET.java,99,36,43,75,328,66,0,0,0,6,65.3
src/main/org/apache/tools/ant/ProjectComponent.java,0,0,110,30,27,155,3,0,0,8,33.3
src/main/org/apache/tools/ant/taskdefs/optional/metamata/AbstractMetamataTask.java,0,0,315,199,44,386,0,0,0,0,94.4
src/main/org/apache/tools/ant/util/LayoutPreservingProperties.java,0,0,0,0,0,0,735,66,196,147,114.4
src/main/org/apache/tools/ant/types/resources/PropertyResource.java,0,0,0,0,0,148,0,94,2,26,27
src/testcases/org/apache/tools/ant/taskdefs/LoadPropertiesTest.java,0,0,0,88,4,88,0,0,0,0,18
src/tests/junit/org/apache/tools/ant/taskdefs/condition/ParserSupportsTest.java,0,0,0,0,0,70,0,0,83,38,19.1
src/main/org/apache/tools/ant/util/KeepAliveOutputStream.java,0,0,0,86,4,74,28,4,3,7,20.6
src/main/org/apache/tools/ant/ComponentHelper.java,0,0,0,0,894,811,388,235,5,138,247.1
src/main/org/apache/tools/ant/util/SplitClassLoader.java,0,0,0,0,0,0,73,0,0,21,9.4
proposal/myrmidon/src/java/org/apache/ant/Constants.java,0,20,20,0,0,0,0,0,0,0,4
proposal/myrmidon/src/java/org/apache/myrmidon/libs/selftest/PrimitiveTypesTest.java,0,0,90,90,0,0,0,0,0,0,18
proposal/mutant/src/main/org/apache/ant/core/execution/InputProvider.java,0,0,77,77,0,0,0,0,0,0,15.4
src/main/org/apache/tools/ant/taskdefs/compilers/CompilerAdapterFactory.java,0,151,18,114,60,105,89,6,4,237,78.4
proposal/myrmidon/src/java/org/apache/myrmidon/components/builder/DefaultProjectBuilder.java,0,0,374,374,0,0,0,0,0,0,74.8
src/tests/junit/org/apache/tools/ant/taskdefs/modules/LinkTest.java,0,0,0,0,0,0,0,0,0,983,98.3
src/main/org/apache/tools/ant/util/RetryHandler.java,0,0,0,0,0,74,0,0,0,2,7.6
src/testcases/org/apache/tools/ant/taskdefs/DeltreeTest.java,79,2,0,4,2,81,0,0,0,0,16.8
src/main/org/apache/tools/ant/util/DOMElementWriter.java,0,240,14,104,63,438,12,65,60,145,114.1
src/tests/junit/org/apache/tools/ant/taskdefs/optional/PropertyFileTest.java,0,0,0,0,0,227,16,0,478,472,119.3
src/main/org/apache/tools/ant/taskdefs/XSLTLiaison3.java,0,0,0,0,0,35,0,0,0,2,3.7
proposal/myrmidon/src/java/org/apache/ant/tasklet/engine/TskDeployer.java,0,33,33,0,0,0,0,0,0,0,6.6
src/main/org/apache/tools/ant/taskdefs/HostInfo.java,0,0,0,0,0,0,247,60,13,73,39.3
src/main/org/apache/tools/bzip2/CRC.java,0,0,0,167,2,78,0,0,2,2,25.1
src/tests/junit/org/apache/tools/bzip2/CBZip2StreamTest.java,0,0,0,0,0,0,42,0,89,87,21.8
src/tests/junit/org/apache/tools/ant/util/SymlinkUtilsTest.java,0,0,0,0,0,0,0,37,77,80,19.4
src/main/org/apache/tools/ant/util/UUEncoder.java,0,0,0,0,0,143,7,2,4,13,16.9
proposal/mutant/src/java/bootstrap/org/apache/ant/builder/Ant1CompatBuilder.java,0,0,0,45,45,0,0,0,0,0,9
src/tests/junit/org/apache/tools/ant/taskdefs/optional/RhinoReferenceTest.java,0,0,0,0,0,44,0,0,89,89,22.2
src/main/org/apache/tools/ant/taskdefs/optional/perforce/P4Label.java,0,140,53,167,42,64,0,176,0,0,64.2
src/main/org/apache/tools/ant/taskdefs/optional/javacc/JJTree.java,222,24,5,81,215,182,0,13,2,67,81.1
proposal/myrmidon/src/java/org/apache/ant/datatypes/DataType.java,0,22,22,0,0,0,0,0,0,0,4.4
src/testcases/org/apache/tools/ant/util/GlobPatternMapperTest.java,0,137,0,0,4,137,0,0,0,0,27.8
proposal/sandbox/httptasks/src/main/org/apache/tools/ant/taskdefs/optional/http/HttpGet.java,0,0,0,93,0,3,90,0,0,0,18.6
proposal/mutant/src/main/org/apache/ant/component/core/Echo.java,0,0,162,162,0,0,0,0,0,0,32.4
src/main/org/apache/tools/ant/taskdefs/optional/starteam/TreeBasedTask.java,0,0,0,501,585,171,867,0,0,0,212.4
src/main/org/apache/tools/ant/types/optional/image/Arc.java,0,0,0,0,132,99,0,9,3,22,26.5
src/tests/junit/org/apache/tools/ant/taskdefs/optional/junit/BatchTestTest.java,0,0,0,0,0,0,0,142,263,236,64.1
src/antidote/org/apache/tools/ant/gui/command/ChangeLookAndFeelCmd.java,0,81,81,0,0,0,0,0,0,0,16.2
src/tests/junit/org/apache/tools/ant/taskdefs/TaskdefTest.java,0,0,0,0,0,82,0,0,80,90,25.2
src/main/org/apache/tools/ant/types/optional/imageio/Rectangle.java,0,0,0,0,0,0,0,0,0,92,9.2
src/main/org/apache/tools/ant/input/DefaultInputHandler.java,0,0,0,137,58,99,3,12,9,5,32.3
src/main/org/apache/tools/ant/taskdefs/condition/HasMethod.java,0,0,0,0,0,183,47,10,10,49,29.9
proposal/myrmidon/src/java/org/apache/myrmidon/libs/selftest/ConfigurationTest.java,0,0,49,49,0,0,0,0,0,0,9.8
src/main/org/apache/tools/ant/types/RegularExpression.java,0,0,0,156,14,129,14,0,0,10,32.3
src/main/org/apache/tools/ant/taskdefs/condition/Contains.java,0,0,0,112,34,64,0,0,0,11,22.1
src/main/org/apache/tools/ant/taskdefs/optional/extension/Specification.java,0,0,0,694,434,162,3,8,0,189,149
src/main/org/apache/tools/ant/taskdefs/optional/junitlauncher/confined/JUnitLauncherTask.java,0,0,0,0,0,0,0,0,0,494,49.4
src/tests/junit/org/apache/tools/ant/DirectoryScannerTest.java,0,0,0,0,0,534,32,14,200,339,111.9
proposal/mutant/src/java/antlibs/script/org/apache/ant/antlib/script/ScriptDef.java,0,0,0,128,128,0,0,0,0,0,25.6
src/tests/junit/org/apache/tools/ant/util/UnicodeUtilTest.java,0,0,0,0,0,0,0,30,7,66,10.3
proposal/mutant/src/java/common/org/apache/ant/common/model/ModelException.java,0,0,0,131,131,0,0,0,0,0,26.2
src/testcases/org/apache/tools/ant/taskdefs/optional/junit/JUnitClassLoaderTest.java,0,0,0,75,2,75,0,0,0,0,15.2
src/antidote/org/apache/tools/ant/gui/wizard/build/JavaDocStep.java,0,116,116,0,0,0,0,0,0,0,23.2
src/testcases/org/apache/tools/mail/MailMessageTest.java,0,0,0,0,771,771,0,0,0,0,154.2
proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/remote/TestSummary.java,0,0,0,175,0,1,174,0,0,0,35
src/main/org/apache/tools/ant/taskdefs/optional/junit/JUnit4TestMethodAdapter.java,0,0,0,0,0,0,0,188,11,65,26.4
src/tutorial/hello-world/02-logging/src/oata/HelloWorld.java,0,0,0,0,0,0,0,0,0,30,3
src/main/org/apache/tools/zip/UnsupportedZipFeatureException.java,0,0,0,0,0,0,0,89,8,12,10.9
src/main/org/apache/tools/ant/loader/AntClassLoader5.java,0,0,0,0,0,0,56,15,24,2,9.7
src/main/org/apache/tools/ant/util/VectorSet.java,0,0,0,0,0,0,208,100,24,42,37.4
src/main/org/apache/tools/ant/taskdefs/optional/ccm/CCMReconfigure.java,0,0,202,87,13,73,0,0,0,51,42.6
src/main/org/apache/tools/ant/types/selectors/SizeSelector.java,0,0,0,313,97,146,53,2,0,36,64.7
src/tests/junit/org/apache/tools/ant/util/LazyFileOutputStreamTest.java,0,0,0,0,0,69,0,0,144,151,36.4
proposal/antfarm/core/org/apache/tools/ant/cmdline/Main.java,0,125,0,125,0,0,0,0,0,0,25
proposal/mutant/src/main/org/apache/ant/frontend/Launcher.java,0,0,89,89,0,0,0,0,0,0,17.8
src/antidote/org/apache/tools/ant/gui/customizer/DynamicCustomizer.java,0,608,608,0,0,0,0,0,0,0,121.6
src/tests/junit/org/apache/tools/zip/ZipLongTest.java,0,0,0,0,0,82,7,0,183,188,46
src/tests/junit/org/example/junit/AbstractJUnit3TestNotMissed.java,0,0,0,0,0,0,0,0,31,62,9.3
src/tests/junit/org/apache/tools/ant/util/JavaEnvUtilsTest.java,0,0,0,0,0,140,0,2,173,134,44.9
src/main/org/apache/tools/ant/taskdefs/optional/IContract.java,0,0,826,503,319,978,0,0,0,0,262.6
src/tests/junit/org/example/junit/MultilineAsserts.java,0,0,0,0,0,0,27,0,54,62,14.3
src/main/org/apache/tools/ant/types/CommandlineJava.java,254,13,146,127,373,414,7,51,240,136,176.1
src/main/org/apache/tools/ant/taskdefs/optional/ReplaceRegExp.java,0,0,0,473,233,133,108,69,192,85,129.3
src/main/org/apache/tools/ant/taskdefs/Untar.java,6,4,38,235,49,150,36,0,19,101,63.8
src/testcases/org/apache/tools/ant/filters/StripJavaCommentsTest.java,0,0,0,0,88,88,0,0,0,0,17.6
src/testcases/org/apache/tools/ant/taskdefs/InputTest.java,0,0,0,118,4,118,0,0,0,0,24
src/tests/junit/org/apache/tools/ant/types/FlexIntegerTest.java,0,0,0,0,0,73,0,0,147,148,36.8
proposal/mutant/src/java/antlibs/system/org/apache/ant/antlib/system/Sequential.java,0,0,0,110,110,0,0,0,0,0,22
src/main/org/apache/tools/ant/types/selectors/FilenameSelector.java,0,0,0,195,36,61,63,8,0,55,41.8
src/main/org/apache/tools/ant/taskdefs/optional/ejb/JonasDeploymentTool.java,0,0,0,838,657,130,74,0,19,105,182.3
src/main/org/apache/tools/ant/taskdefs/optional/native2ascii/Native2AsciiAdapter.java,0,0,0,0,0,42,1,0,1,2,4.6
src/tests/junit/org/apache/tools/ant/filters/ReplaceTokensTest.java,0,0,0,0,0,59,0,0,66,69,19.4
src/tests/junit/org/apache/tools/ant/DummyTaskWithoutExecute.java,0,0,0,0,0,29,0,0,0,2,3.1
src/main/org/apache/tools/ant/taskdefs/optional/ssh/SSHUserInfo.java,0,0,0,0,214,136,0,0,3,16,36.9
proposal/mutant/src/main/org/apache/ant/core/types/FileSetScanner.java,0,0,115,115,0,0,0,0,0,0,23
src/testcases/org/apache/tools/ant/taskdefs/optional/sitraka/ClassPathLoaderTest.java,0,0,0,80,12,82,0,0,0,0,17.4
src/main/org/apache/tools/ant/types/selectors/SelectorUtils.java,0,0,0,554,305,128,198,18,0,125,132.8
src/main/org/apache/tools/ant/util/ScriptRunnerHelper.java,0,0,0,0,0,191,32,0,3,62,28.8
src/main/org/apache/tools/ant/taskdefs/launcher/MacCommandLauncher.java,0,0,0,0,0,0,0,47,22,2,7.1
proposal/myrmidon/src/java/org/apache/myrmidon/components/type/MultiSourceTypeFactory.java,0,0,99,99,0,0,0,0,0,0,19.8
proposal/mutant/src/java/init/org/apache/ant/init/InitConfig.java,0,0,0,350,350,0,0,0,0,0,70
proposal/mutant/src/main/org/apache/ant/core/types/EnumeratedAttribute.java,0,0,116,116,0,0,0,0,0,0,23.2
src/etc/testcases/taskdefs/fixcrlf/expected/Junk4.java,0,0,12,0,0,0,0,0,12,0,2.4
proposal/mutant/src/main/org/apache/ant/core/xml/AntLibParser.java,0,0,285,285,0,0,0,0,0,0,57
proposal/sandbox/httptasks/src/main/org/apache/tools/ant/taskdefs/optional/http/hostname.java,0,0,0,0,185,3,184,0,0,0,37.2
src/main/org/apache/tools/ant/taskdefs/optional/sitraka/Coverage.java,0,0,461,741,57,505,0,0,0,0,176.4
src/main/org/apache/tools/ant/DynamicObjectAttribute.java,0,0,0,0,0,0,0,41,0,2,4.3
src/main/org/apache/tools/ant/taskdefs/launcher/OS2CommandLauncher.java,0,0,0,0,0,0,0,65,19,2,8.6
src/main/org/apache/tools/ant/taskdefs/Java.java,246,73,74,261,516,632,40,13,87,198,214
src/antidote/org/apache/tools/ant/gui/Main.java,0,155,155,0,0,0,0,0,0,0,31
src/main/org/apache/tools/ant/util/ScriptRunner.java,0,0,0,0,219,226,0,2,2,2,45.1
proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/formatter/BaseStreamFormatter.java,0,0,0,141,0,1,140,0,0,0,28.2
src/tests/junit/org/apache/tools/ant/DummyMailServer.java,0,0,0,0,0,0,0,0,0,199,19.9
src/main/org/apache/tools/ant/taskdefs/optional/starteam/StarTeamTask.java,0,0,0,367,113,78,362,0,0,0,92
src/testcases/org/apache/tools/ant/types/XMLCatalogBuildFileTest.java,0,0,0,139,2,139,0,0,0,0,28
src/antidote/org/apache/tools/ant/gui/wizard/build/OptionalStep.java,0,65,65,0,0,0,0,0,0,0,13
proposal/anteater/source/main/org/apache/ant/AbstractTask.java,0,85,0,85,0,0,0,0,0,0,17
src/main/org/apache/tools/zip/ZipEightByteInteger.java,0,0,0,0,0,0,0,229,4,12,24.5
src/tests/junit/org/apache/tools/ant/PropertyHelperTest.java,0,0,0,0,0,0,0,0,0,55,5.5
src/main/org/apache/tools/ant/taskdefs/condition/AntVersion.java,0,0,0,0,0,126,59,2,6,28,22.1
proposal/xdocs/src/org/apache/tools/ant/xdoclet/TaskSubTask.java,0,0,0,166,166,0,0,0,0,0,33.2
src/main/org/apache/tools/ant/taskdefs/optional/junit/JUnitTaskMirrorImpl.java,0,0,0,0,0,106,0,3,2,10,12.1
src/tests/antunit/core/uuencode/src/task/UUDecodeTask.java,0,0,0,0,0,31,0,0,0,3,3.4
src/tests/junit/org/apache/tools/ant/util/regexp/JakartaOroMatcherTest.java,0,0,0,0,0,35,0,0,70,66,17.1
proposal/sandbox/junit/src/main/org/apache/tools/ant/taskdefs/optional/rjunit/remote/TestRunner.java,0,0,0,487,0,1,486,0,0,0,97.4
src/main/org/apache/tools/ant/types/resources/selectors/Size.java,0,0,0,0,0,73,0,0,2,2,7.7
src/main/org/apache/tools/ant/taskdefs/optional/sitraka/ReportFilters.java,0,0,165,202,8,169,0,0,0,0,54.4
src/tests/junit/org/apache/tools/ant/taskdefs/compilers/DefaultCompilerAdapterTest.java,0,0,0,0,0,0,0,183,354,218,75.5
proposal/myrmidon/src/java/org/apache/ant/convert/AbstractConverter.java,0,73,73,0,0,0,0,0,0,0,14.6
proposal/myrmidon/src/java/org/apache/myrmidon/components/model/TypeLib.java,0,0,82,82,0,0,0,0,0,0,16.4
proposal/myrmidon/src/java/org/apache/ant/convert/DefaultConverterEngine.java,0,111,111,0,0,0,0,0,0,0,22.2
src/main/org/apache/tools/ant/types/resources/CompressedResource.java,0,0,0,0,0,304,254,0,0,3,56.1
src/tests/junit/org/apache/tools/zip/AsiExtraFieldTest.java,0,0,0,0,0,141,16,0,320,352,82.9
src/main/org/apache/tools/ant/types/resources/comparators/Reverse.java,0,0,0,0,0,71,19,2,1,15,10.8
src/main/org/apache/tools/ant/taskdefs/optional/Cab.java,344,80,0,212,110,135,30,5,1,114,103.1
src/main/org/apache/tools/ant/taskdefs/cvslib/CvsTagDiff.java,0,0,0,507,302,132,236,0,13,108,129.8
src/tests/junit/org/apache/tools/ant/types/resources/TarResourceTest.java,0,0,0,0,0,44,0,0,98,109,25.1
